class Sort.QStLastPivot,20,0,79971
class Sort.QStLastPivot,20,1,13685
class Sort.QStLastPivot,20,2,16678
class Sort.QStLastPivot,20,3,11974
class Sort.QStLastPivot,20,4,13258
class Sort.QStLastPivot,20,5,14540
class Sort.QStLastPivot,20,6,18817
class Sort.QStLastPivot,20,7,10691
class Sort.QStLastPivot,20,8,10692
class Sort.QStLastPivot,20,9,15396
class Sort.QStLastPivot,20,10,27797
class Sort.QStLastPivot,20,11,11975
class Sort.QStLastPivot,20,12,11547
class Sort.QStLastPivot,20,13,11119
class Sort.QStLastPivot,20,14,10692
class Sort.QStLastPivot,20,15,14541
class Sort.QStLastPivot,20,16,12402
class Sort.QStLastPivot,20,17,26087
class Sort.QStLastPivot,20,18,11546
class Sort.QStLastPivot,20,19,12402
class Sort.QStLastPivot,20,20,10691
class Sort.QStLastPivot,20,21,14968
class Sort.QStLastPivot,20,22,10264
class Sort.QStLastPivot,20,23,11547
class Sort.QStLastPivot,20,24,11119
class Sort.QStLastPivot,20,25,12830
class Sort.QStLastPivot,20,26,14112
class Sort.QStLastPivot,20,27,6842
class Sort.QStLastPivot,20,28,5987
class Sort.QStLastPivot,20,29,6842
class Sort.QStLastPivot,100,0,41910
class Sort.QStLastPivot,100,1,44048
class Sort.QStLastPivot,100,2,50891
class Sort.QStLastPivot,100,3,51746
class Sort.QStLastPivot,100,4,159515
class Sort.QStLastPivot,100,5,57734
class Sort.QStLastPivot,100,6,53029
class Sort.QStLastPivot,100,7,53457
class Sort.QStLastPivot,100,8,47897
class Sort.QStLastPivot,100,9,145402
class Sort.QStLastPivot,100,10,23093
class Sort.QStLastPivot,100,11,22238
class Sort.QStLastPivot,100,12,45759
class Sort.QStLastPivot,100,13,20527
class Sort.QStLastPivot,100,14,20527
class Sort.QStLastPivot,100,15,19244
class Sort.QStLastPivot,100,16,19245
class Sort.QStLastPivot,100,17,18816
class Sort.QStLastPivot,100,18,18389
class Sort.QStLastPivot,100,19,18817
class Sort.QStLastPivot,100,20,18817
class Sort.QStLastPivot,100,21,18389
class Sort.QStLastPivot,100,22,18817
class Sort.QStLastPivot,100,23,32074
class Sort.QStLastPivot,100,24,45331
class Sort.QStLastPivot,100,25,28226
class Sort.QStLastPivot,100,26,29081
class Sort.QStLastPivot,100,27,30363
class Sort.QStLastPivot,100,28,29081
class Sort.QStLastPivot,100,29,28226
class Sort.QStLastPivot,1000,0,1062721
class Sort.QStLastPivot,1000,1,1053313
class Sort.QStLastPivot,1000,2,1048609
class Sort.QStLastPivot,1000,3,4100352
class Sort.QStLastPivot,1000,4,1603277
class Sort.QStLastPivot,1000,5,991731
class Sort.QStLastPivot,1000,6,988738
class Sort.QStLastPivot,1000,7,979329
class Sort.QStLastPivot,1000,8,988738
class Sort.QStLastPivot,1000,9,1009265
class Sort.QStLastPivot,1000,10,981039
class Sort.QStLastPivot,1000,11,987027
class Sort.QStLastPivot,1000,12,984460
class Sort.QStLastPivot,1000,13,1006271
class Sort.QStLastPivot,1000,14,992159
class Sort.QStLastPivot,1000,15,981039
class Sort.QStLastPivot,1000,16,976763
class Sort.QStLastPivot,1000,17,993869
class Sort.QStLastPivot,1000,18,964789
class Sort.QStLastPivot,1000,19,4033637
class Sort.QStLastPivot,1000,20,1052885
class Sort.QStLastPivot,1000,21,1107198
class Sort.QStLastPivot,1000,22,998573
class Sort.QStLastPivot,1000,23,1183748
class Sort.QStLastPivot,1000,24,898502
class Sort.QStLastPivot,1000,25,1170491
class Sort.QStLastPivot,1000,26,977618
class Sort.QStLastPivot,1000,27,1536990
class Sort.QStLastPivot,1000,28,1031930
class Sort.QStLastPivot,1000,29,949821
