class Sort.InsertionSort,20,0,860441
class Sort.InsertionSort,20,1,594867
class Sort.InsertionSort,20,2,47898
class Sort.InsertionSort,20,3,57306
class Sort.InsertionSort,20,4,52174
class Sort.InsertionSort,20,5,188595
class Sort.InsertionSort,20,6,31647
class Sort.InsertionSort,20,7,24376
class Sort.InsertionSort,20,8,27798
class Sort.InsertionSort,20,9,47470
class Sort.InsertionSort,20,10,3695363
class Sort.InsertionSort,20,11,20955
class Sort.InsertionSort,20,12,24377
class Sort.InsertionSort,20,13,23521
class Sort.InsertionSort,20,14,25231
class Sort.InsertionSort,20,15,20100
class Sort.InsertionSort,20,16,19244
class Sort.InsertionSort,20,17,17961
class Sort.InsertionSort,20,18,17534
class Sort.InsertionSort,20,19,19672
class Sort.InsertionSort,20,20,20100
class Sort.InsertionSort,20,21,17961
class Sort.InsertionSort,20,22,17962
class Sort.InsertionSort,20,23,17961
class Sort.InsertionSort,20,24,19245
class Sort.InsertionSort,20,25,17106
class Sort.InsertionSort,20,26,18817
class Sort.InsertionSort,20,27,19245
class Sort.InsertionSort,20,28,18389
class Sort.InsertionSort,20,29,18817
