class Sort.QSHybridSelection,20,0,70990
class Sort.QSHybridSelection,20,1,20955
class Sort.QSHybridSelection,20,2,18817
class Sort.QSHybridSelection,20,3,18389
class Sort.QSHybridSelection,20,4,21810
class Sort.QSHybridSelection,20,5,26942
class Sort.QSHybridSelection,20,6,26942
class Sort.QSHybridSelection,20,7,18390
class Sort.QSHybridSelection,20,8,17534
class Sort.QSHybridSelection,20,9,23949
class Sort.QSHybridSelection,20,10,40627
class Sort.QSHybridSelection,20,11,19244
class Sort.QSHybridSelection,20,12,47897
class Sort.QSHybridSelection,20,13,20528
class Sort.QSHybridSelection,20,14,19244
class Sort.QSHybridSelection,20,15,18817
class Sort.QSHybridSelection,20,16,19245
class Sort.QSHybridSelection,20,17,11974
class Sort.QSHybridSelection,20,18,11975
class Sort.QSHybridSelection,20,19,11975
class Sort.QSHybridSelection,20,20,11546
class Sort.QSHybridSelection,20,21,10691
class Sort.QSHybridSelection,20,22,10264
class Sort.QSHybridSelection,20,23,10264
class Sort.QSHybridSelection,20,24,8981
class Sort.QSHybridSelection,20,25,10264
class Sort.QSHybridSelection,20,26,15824
class Sort.QSHybridSelection,20,27,14967
class Sort.QSHybridSelection,20,28,10692
class Sort.QSHybridSelection,20,29,9836
