class Sort.QSHybridInsertion,20,0,53029
class Sort.QSHybridInsertion,20,1,13685
class Sort.QSHybridInsertion,20,2,11119
class Sort.QSHybridInsertion,20,3,11119
class Sort.QSHybridInsertion,20,4,12402
class Sort.QSHybridInsertion,20,5,17106
class Sort.QSHybridInsertion,20,6,23093
class Sort.QSHybridInsertion,20,7,14541
class Sort.QSHybridInsertion,20,8,11974
class Sort.QSHybridInsertion,20,9,14968
class Sort.QSHybridInsertion,20,10,26942
class Sort.QSHybridInsertion,20,11,13685
class Sort.QSHybridInsertion,20,12,11974
class Sort.QSHybridInsertion,20,13,10264
class Sort.QSHybridInsertion,20,14,11119
class Sort.QSHybridInsertion,20,15,10264
class Sort.QSHybridInsertion,20,16,11546
class Sort.QSHybridInsertion,20,17,26087
class Sort.QSHybridInsertion,20,18,11119
class Sort.QSHybridInsertion,20,19,11975
class Sort.QSHybridInsertion,20,20,10691
class Sort.QSHybridInsertion,20,21,14968
class Sort.QSHybridInsertion,20,22,10691
class Sort.QSHybridInsertion,20,23,11975
class Sort.QSHybridInsertion,20,24,11119
class Sort.QSHybridInsertion,20,25,13257
class Sort.QSHybridInsertion,20,26,10692
class Sort.QSHybridInsertion,20,27,7271
class Sort.QSHybridInsertion,20,28,5987
class Sort.QSHybridInsertion,20,29,5560
